ID_CLIENTE,FECHA_ALTA,EDAD,GENERO,ESTADO_CIVIL,NIVEL_EDUCATIVO,NUM_DEPENDIENTES,TIPO_EMPLEO,INGRESO_MENSUAL,ANTIGUEDAD_LABORAL,TIPO_CREDITO,MONTO_CREDITO,PLAZO_MESES,TASA_INTERES,NUM_CREDITOS_PREVIOS,DIAS_MORA_MAX,RATIO_UTILIZACION,TIPO_VIVIENDA,RATIO_LTV,DEFAULT
CLI016069,2026-03-17,22,F,Viudo,Universitario,2,Jubilado,4530.0,4.2,Consumo,50475.0,12,24.1,3,0.0,0.4346,Hipotecada,,0
CLI016070,2025-07-18,48,M,Casado,Técnico,1,Dependiente,1564.0,0.4,Hipotecario,3200.0,24,9.42,2,120.0,0.5586,Propia,0.741,0
CLI016071,2025-02-12,31,F,Divorciado,Técnico,1,Jubilado,2318.0,6.7,Consumo,90615.0,36,17.28,2,0.0,0.4516,Propia,,0
CLI016072,2025-02-26,26,M,Casado,Universitario,0,Dependiente,3393.0,10.1,Consumo,18979.0,36,24.34,7,0.0,0.4432,Familiar,,0
CLI016073,2026-01-09,27,M,Soltero,Secundaria,1,Dependiente,1375.0,3.4,Hipotecario,15206.0,12,14.9,4,60.0,0.4508,Propia,0.56,0
CLI016074,2025-03-14,48,F,Divorciado,Universitario,4,Dependiente,1936.0,,Consumo,20280.0,24,20.94,3,0.0,0.3133,Familiar,,0
CLI016075,2026-03-14,43,F,Casado,Técnico,0,Jubilado,1772.0,0.3,Hipotecario,18903.0,48,15.41,2,60.0,0.4073,Propia,0.517,0
CLI016076,2026-02-06,50,M,Soltero,Universitario,2,Independiente,1272.0,2.0,Vehicular,9504.0,12,18.49,5,90.0,0.2668,Propia,,1
CLI016077,2025-10-10,49,M,Casado,Postgrado,0,Dependiente,6933.0,3.2,Consumo,9924.0,60,26.01,7,0.0,0.1813,Familiar,,0
CLI016078,2025-11-14,37,F,Soltero,Secundaria,0,Independiente,,1.2,Consumo,25530.0,48,17.17,3,30.0,0.3624,Arrendada,,1
CLI016079,2025-02-03,41,M,Soltero,Secundaria,1,Empresario,2285.0,10.9,Hipotecario,7736.0,36,19.1,4,60.0,0.1787,Propia,0.653,0
CLI016080,2025-05-15,36,F,Divorciado,Universitario,2,Dependiente,3114.0,7.5,Consumo,4378.0,36,10.07,5,30.0,0.2624,Arrendada,,0
CLI016081,2025-10-13,39,M,Divorciado,Secundaria,2,Dependiente,1013.0,0.5,Hipotecario,12124.0,84,16.2,2,0.0,0.3072,Arrendada,0.536,0
CLI016082,2026-03-02,31,F,Soltero,Técnico,1,Independiente,,6.7,Hipotecario,16832.0,48,20.26,0,60.0,0.3435,Propia,0.788,0
CLI016083,2025-08-14,46,F,Casado,Secundaria,2,Dependiente,908.0,2.8,Consumo,15252.0,24,24.72,1,0.0,,Hipotecada,,0
CLI016084,2025-10-28,53,F,Casado,Técnico,0,Jubilado,3033.0,2.3,Empresarial,44264.0,60,14.1,2,0.0,0.0432,Propia,,0
CLI016085,2025-02-07,33,F,Casado,Secundaria,3,Independiente,1554.0,2.1,Consumo,4588.0,48,12.85,2,90.0,0.1256,Propia,,1
CLI016086,2026-03-17,56,F,Casado,Secundaria,2,Dependiente,1081.0,9.3,Empresarial,16785.0,24,28.17,0,0.0,0.16,Propia,,0
CLI016087,2025-02-25,43,F,Casado,Técnico,2,Dependiente,2296.0,9.0,Hipotecario,25830.0,36,19.39,6,0.0,0.125,Arrendada,0.869,0
CLI016088,2025-11-13,44,F,Casado,Secundaria,0,Jubilado,1776.0,30.7,Consumo,27439.0,48,11.24,3,120.0,0.3161,Propia,,0
CLI016089,2025-09-20,23,F,Soltero,Técnico,1,Independiente,1581.0,2.0,Empresarial,13095.0,120,20.27,2,30.0,0.1269,Arrendada,,0
CLI016090,2025-06-28,22,M,Casado,Secundaria,1,Independiente,1269.0,1.4,Hipotecario,75341.0,48,29.95,4,0.0,0.454,Familiar,0.664,0
CLI016091,2025-09-14,43,M,Casado,Universitario,3,Empresario,2289.0,1.8,Consumo,144839.0,60,18.7,2,30.0,0.2514,Propia,,1
CLI016092,2025-07-09,50,F,Casado,Técnico,2,Dependiente,2059.0,7.0,Consumo,26222.0,36,22.16,3,60.0,0.5769,Propia,,0
CLI016093,2025-09-22,34,F,Soltero,Técnico,1,Dependiente,2750.0,1.9,Hipotecario,12042.0,84,27.18,1,30.0,0.3152,Familiar,0.756,0
CLI016094,2025-08-18,60,F,Casado,Técnico,0,Dependiente,1277.0,3.4,Consumo,6640.0,60,10.6,2,0.0,0.1684,Propia,,0
CLI016095,2025-11-06,50,M,Soltero,Secundaria,0,Dependiente,997.0,0.4,Consumo,1255.0,24,12.14,3,0.0,0.4722,Familiar,,0
CLI016096,2025-11-23,32,F,Divorciado,Técnico,3,Empresario,,6.5,Vehicular,8936.0,120,11.61,2,0.0,0.3171,Arrendada,,0
CLI016097,2025-04-11,42,F,Soltero,Técnico,1,Jubilado,2074.0,1.4,Hipotecario,25257.0,48,14.08,1,0.0,0.6046,Familiar,0.918,0
CLI016098,2026-03-30,69,F,Casado,Postgrado,3,Dependiente,2846.0,1.1,Hipotecario,2787.0,48,12.36,2,60.0,0.165,Propia,0.882,0
CLI016099,2025-08-18,28,M,Divorciado,Universitario,1,Independiente,,10.8,Hipotecario,29562.0,12,23.71,4,0.0,0.1442,Familiar,0.865,0
CLI016100,2025-01-15,47,F,Divorciado,Técnico,4,Empresario,2470.0,,Hipotecario,9001.0,60,14.65,3,0.0,0.1638,Arrendada,0.766,0
CLI016101,2025-07-14,38,M,Casado,Secundaria,0,Dependiente,,1.6,Consumo,18241.0,48,13.25,1,60.0,0.1973,Familiar,,1
CLI016102,2026-01-24,49,F,Soltero,Universitario,1,Dependiente,4640.0,1.1,Hipotecario,7419.0,12,15.13,2,0.0,0.2547,Propia,0.567,0
CLI016103,2025-10-06,55,F,Casado,Técnico,1,Independiente,5126.0,1.7,Consumo,55129.0,84,10.86,3,,0.1752,Arrendada,,0
CLI016104,2025-10-05,37,M,Soltero,Universitario,4,Dependiente,3122.0,6.5,Hipotecario,23014.0,24,25.58,1,0.0,0.2278,Hipotecada,0.646,0
CLI016105,2025-01-11,54,F,Soltero,Universitario,1,Independiente,3365.0,5.3,Consumo,45847.0,36,12.38,4,0.0,0.6426,Propia,,0
CLI016106,2026-03-21,66,F,Divorciado,Técnico,2,Dependiente,1061.0,14.5,Consumo,1920.0,60,23.97,5,0.0,0.175,Propia,,0
CLI016107,2025-08-22,42,M,Soltero,Secundaria,0,Dependiente,984.0,1.3,Hipotecario,26337.0,24,7.48,4,0.0,0.5058,Propia,0.594,0
CLI016108,2026-02-13,50,F,Casado,Universitario,0,Dependiente,,8.2,Consumo,55437.0,36,21.13,3,0.0,0.1625,Propia,,0
CLI016109,2026-03-29,35,M,Casado,Técnico,3,Independiente,,10.4,Empresarial,15937.0,12,13.32,5,,0.4153,Familiar,,0
CLI016110,2026-02-22,42,F,Soltero,Técnico,1,Dependiente,1841.0,1.4,Hipotecario,3347.0,60,19.46,2,,,Arrendada,0.901,0
CLI016111,2025-01-07,40,M,Divorciado,Universitario,2,Dependiente,3047.0,1.6,Empresarial,18435.0,48,17.46,3,0.0,0.2077,Familiar,,1
CLI016112,2025-07-28,50,M,Soltero,Técnico,1,Independiente,1451.0,3.4,Consumo,27908.0,84,10.94,2,0.0,0.6562,Propia,,0
CLI016113,2025-11-07,55,F,Casado,Técnico,2,Dependiente,1771.0,,Consumo,12170.0,48,16.17,2,30.0,0.4984,Propia,,1
CLI016114,2025-11-20,40,M,Soltero,Técnico,2,Independiente,,,Vehicular,300000.0,36,15.12,4,0.0,0.3671,Propia,,0
CLI016115,2025-10-09,58,M,Casado,Universitario,2,Independiente,2774.0,21.2,Vehicular,5402.0,48,7.31,5,0.0,0.2895,Arrendada,,0
CLI016116,2026-01-07,58,F,Casado,Postgrado,2,Empresario,1927.0,6.1,Vehicular,16134.0,12,19.34,3,60.0,0.2439,Propia,,0
CLI016117,2026-01-31,51,F,Viudo,Secundaria,0,Dependiente,887.0,1.8,Empresarial,6697.0,12,18.46,5,0.0,0.1997,Propia,,1
CLI016118,2025-11-12,36,F,Casado,Técnico,1,Independiente,1639.0,8.5,Vehicular,5204.0,24,26.8,3,60.0,0.3872,Propia,,0
CLI016119,2025-03-30,35,F,Casado,Postgrado,1,Dependiente,6108.0,3.7,Vehicular,30317.0,48,22.27,5,60.0,0.5414,Familiar,,0
CLI016120,2025-06-13,33,F,Soltero,Universitario,2,Independiente,3272.0,7.6,Vehicular,35472.0,24,25.72,5,120.0,0.1912,Propia,,0
CLI016121,2026-03-07,52,M,Casado,Secundaria,0,Dependiente,1514.0,2.7,Consumo,4402.0,84,23.56,3,0.0,0.2426,Familiar,,0
CLI016122,2025-12-03,28,M,Casado,Universitario,0,Dependiente,6902.0,1.3,Hipotecario,98019.0,48,20.12,4,30.0,0.3697,Arrendada,0.705,0
CLI016123,2026-01-14,49,M,Casado,Técnico,0,Dependiente,5667.0,31.4,Consumo,8211.0,48,5.24,2,90.0,0.4973,Arrendada,,0
CLI016124,2025-06-16,30,F,Casado,Universitario,1,Dependiente,5986.0,7.5,Hipotecario,6080.0,48,15.95,4,,0.3031,Hipotecada,0.505,0
CLI016125,2025-06-29,51,M,Viudo,Técnico,1,Dependiente,1170.0,7.0,Consumo,10327.0,48,13.14,6,0.0,0.3395,Propia,,0
CLI016126,2025-09-29,42,F,Soltero,Secundaria,0,Independiente,1344.0,6.2,Vehicular,18736.0,12,18.3,4,0.0,0.4596,Hipotecada,,0
CLI016127,2025-04-27,56,M,Casado,Universitario,0,Independiente,4429.0,16.0,Consumo,2973.0,120,24.38,6,0.0,0.4216,Propia,,0
CLI016128,2025-08-19,54,F,Divorciado,Secundaria,1,Independiente,1756.0,3.6,Vehicular,9009.0,48,5.0,3,60.0,0.1326,Propia,,1
CLI016129,2026-03-10,57,F,Soltero,Secundaria,0,Dependiente,1167.0,0.9,Vehicular,28408.0,48,24.91,0,0.0,0.1655,Familiar,,0
CLI016130,2025-09-17,58,M,Casado,Universitario,0,Dependiente,2068.0,,Consumo,19798.0,36,17.27,5,60.0,0.3313,Propia,,0
CLI016131,2025-02-14,43,M,Casado,Universitario,3,Independiente,1788.0,3.3,Consumo,3895.0,84,20.89,3,0.0,0.3808,Propia,,0
CLI016132,2026-01-24,29,F,Viudo,Postgrado,3,Dependiente,4949.0,6.7,Vehicular,40275.0,48,25.69,3,,0.01,Propia,,0
CLI016133,2026-03-22,30,F,Divorciado,Técnico,0,Dependiente,2876.0,16.3,Vehicular,13833.0,48,20.99,1,60.0,0.3517,Familiar,,0
CLI016134,2025-06-26,19,F,Soltero,Técnico,0,Dependiente,2266.0,11.1,Consumo,14297.0,24,10.38,3,90.0,,Familiar,,1
CLI016135,2025-02-12,30,M,Divorciado,Secundaria,2,Dependiente,699.0,12.1,Consumo,17515.0,48,11.65,4,,0.3175,Familiar,,0
CLI016136,2025-05-30,42,F,Casado,Técnico,0,Dependiente,2964.0,9.9,Vehicular,11831.0,24,16.73,1,60.0,0.5808,Arrendada,,0
CLI016137,2025-08-16,35,F,Casado,Secundaria,3,Dependiente,,10.9,Hipotecario,4501.0,24,15.1,5,0.0,0.351,Hipotecada,0.686,0
CLI016138,2025-04-23,40,M,Divorciado,Técnico,0,Dependiente,1025.0,,Hipotecario,4604.0,36,24.95,5,0.0,0.1637,Arrendada,0.61,0
CLI016139,2025-11-09,47,M,Divorciado,Técnico,1,Dependiente,1944.0,1.5,Hipotecario,7565.0,24,17.18,2,30.0,0.1763,Propia,0.68,0
CLI016140,2026-03-09,38,F,Casado,Secundaria,1,Independiente,,7.0,Hipotecario,14053.0,12,16.99,5,0.0,0.2482,Arrendada,0.884,0
CLI016141,2025-10-03,29,M,Casado,Universitario,1,Dependiente,2002.0,2.1,Empresarial,33429.0,48,13.59,0,0.0,0.2853,Hipotecada,,0
CLI016142,2025-04-16,41,F,Casado,Técnico,2,Jubilado,2673.0,1.9,Hipotecario,14195.0,48,31.36,4,0.0,0.4993,Familiar,0.78,0
CLI016143,2025-08-15,32,F,Soltero,Secundaria,0,Dependiente,1163.0,2.0,Consumo,7611.0,24,10.45,3,90.0,0.3083,Arrendada,,1
CLI016144,2025-06-16,39,M,Casado,Técnico,2,Dependiente,2943.0,8.1,Consumo,8130.0,24,18.76,0,0.0,0.1286,Familiar,,0
CLI016145,2025-08-26,56,F,Divorciado,Técnico,2,Empresario,2012.0,5.2,Consumo,5006.0,36,18.27,1,0.0,0.0336,Hipotecada,,1
CLI016146,2025-11-16,39,M,Soltero,Técnico,2,Empresario,,,Consumo,24785.0,36,14.32,1,0.0,0.0657,Propia,,0
CLI016147,2026-01-13,61,M,Divorciado,Universitario,1,Independiente,3135.0,9.0,Hipotecario,10077.0,24,23.67,5,30.0,0.2164,Arrendada,0.852,0
CLI016148,2026-03-13,57,F,Casado,Universitario,0,Dependiente,3454.0,6.9,Consumo,18070.0,60,22.02,3,90.0,0.3267,Arrendada,,1
CLI016149,2025-11-03,35,F,Soltero,Secundaria,2,Dependiente,814.0,,Hipotecario,11410.0,48,9.76,2,90.0,0.4101,Arrendada,0.678,1
CLI016150,2025-12-19,29,M,Soltero,Universitario,1,Dependiente,4053.0,1.9,Vehicular,22784.0,24,25.4,5,180.0,0.332,Familiar,,1
CLI016151,2025-04-22,41,M,Casado,Técnico,2,Independiente,2541.0,7.3,Hipotecario,5838.0,36,15.69,2,,0.3542,Familiar,0.595,0
CLI016152,2025-12-30,54,M,Casado,Técnico,0,Empresario,3164.0,7.0,Vehicular,17290.0,36,12.38,4,0.0,0.486,Arrendada,,0
CLI016153,2025-11-14,36,F,Soltero,Universitario,0,Empresario,4444.0,1.3,Hipotecario,6753.0,24,5.0,4,0.0,0.2389,Arrendada,0.579,1
CLI016154,2025-03-31,51,F,Casado,Universitario,1,Dependiente,4142.0,4.0,Consumo,36301.0,48,17.74,3,,0.2917,Familiar,,0
CLI016155,2025-01-15,55,F,Casado,Secundaria,0,Dependiente,546.0,11.6,Vehicular,6912.0,60,13.18,2,0.0,0.1962,Propia,,0
CLI016156,2026-01-10,33,F,Viudo,Universitario,2,Dependiente,4686.0,15.3,Consumo,9154.0,60,9.28,2,0.0,0.4925,Propia,,0
CLI016157,2025-08-08,34,M,Soltero,Secundaria,0,Dependiente,742.0,12.6,Hipotecario,14574.0,12,22.05,3,120.0,0.2041,Familiar,0.931,0
CLI016158,2025-10-19,49,F,Casado,Técnico,3,Dependiente,1634.0,1.4,Consumo,21713.0,84,15.6,3,0.0,0.1546,Arrendada,,0
CLI016159,2025-02-11,43,M,Soltero,Técnico,0,Jubilado,1100.0,,Vehicular,18201.0,120,21.02,2,0.0,0.5378,Arrendada,,0
CLI016160,2025-06-14,34,M,Soltero,Universitario,3,Dependiente,3208.0,1.9,Vehicular,82486.0,60,23.57,2,60.0,0.5251,Familiar,,0
CLI016161,2026-03-25,38,F,Soltero,Universitario,0,Independiente,4786.0,3.4,Consumo,19045.0,60,6.04,3,30.0,0.3034,Propia,,1
CLI016162,2025-01-10,41,M,Soltero,Universitario,1,Dependiente,6436.0,4.3,Hipotecario,29235.0,120,11.01,3,120.0,0.1072,Familiar,0.907,0
CLI016163,2025-11-06,24,M,Soltero,Técnico,0,Independiente,1570.0,6.8,Consumo,4626.0,36,15.18,2,30.0,0.2457,Propia,,1
CLI016164,2025-09-13,50,M,Soltero,Secundaria,0,Independiente,,2.0,Hipotecario,31041.0,24,20.19,3,60.0,,Familiar,0.789,1
CLI016165,2025-02-25,36,M,Soltero,Universitario,1,Dependiente,2644.0,13.6,Vehicular,4180.0,12,14.42,5,0.0,0.2219,Arrendada,,0
CLI016166,2025-10-03,18,M,Casado,Postgrado,2,Dependiente,7550.0,11.9,Consumo,21357.0,36,18.54,1,0.0,0.2853,Familiar,,0
CLI016167,2025-09-24,41,M,Casado,Universitario,2,Dependiente,2217.0,1.8,Consumo,17401.0,48,28.29,6,0.0,0.3807,Familiar,,0
CLI016168,2025-02-04,33,M,Casado,Técnico,4,Jubilado,1118.0,11.4,Vehicular,175699.0,24,16.82,3,0.0,0.239,Familiar,,0
CLI016169,2025-11-20,60,M,Soltero,Técnico,3,Dependiente,3447.0,3.4,Empresarial,110487.0,36,16.82,6,0.0,0.2792,Propia,,0
CLI016170,2026-03-19,35,M,Soltero,Postgrado,0,Independiente,2267.0,8.2,Hipotecario,12544.0,36,11.79,6,0.0,0.2902,Hipotecada,0.54,0
CLI016171,2026-01-07,29,M,Casado,Secundaria,2,Dependiente,1219.0,4.0,Hipotecario,16264.0,60,19.13,5,180.0,0.0696,Propia,0.926,0
CLI016172,2026-03-03,47,F,Viudo,Universitario,1,Dependiente,,1.3,Consumo,10717.0,60,25.42,4,,0.2689,Familiar,,0
CLI016173,2025-11-13,34,M,Casado,Secundaria,0,Dependiente,1831.0,2.0,Hipotecario,12378.0,36,15.08,3,0.0,0.3216,Propia,0.913,1
CLI016174,2026-02-03,33,F,Soltero,Secundaria,2,Empresario,1603.0,,Vehicular,2647.0,24,9.27,4,180.0,0.2335,Familiar,,1
CLI016175,2025-11-20,47,M,Soltero,Técnico,1,Jubilado,,0.5,Consumo,7143.0,48,20.14,1,60.0,0.257,Arrendada,,0
CLI016176,2026-02-27,30,M,Casado,Secundaria,2,Independiente,503.0,1.2,Vehicular,6759.0,24,9.85,3,0.0,0.3642,Propia,,1
CLI016177,2025-06-07,25,M,Casado,Secundaria,0,Sin empleo,863.0,16.0,Hipotecario,13758.0,24,23.67,3,0.0,0.2686,Hipotecada,0.537,0
CLI016178,2026-01-21,60,M,Casado,Universitario,0,Jubilado,3294.0,3.4,Hipotecario,5798.0,60,20.67,0,0.0,0.2343,Familiar,0.719,0
CLI016179,2025-04-21,48,M,Casado,Universitario,1,Jubilado,4615.0,13.4,Consumo,28041.0,84,19.08,2,30.0,0.2476,Hipotecada,,0
CLI016180,2025-11-16,39,M,Casado,Universitario,0,Dependiente,4509.0,5.6,Empresarial,12225.0,48,9.7,2,30.0,0.2115,Propia,,0
CLI016181,2025-12-02,41,M,Divorciado,Universitario,0,Dependiente,4424.0,1.7,Hipotecario,7423.0,12,14.34,3,60.0,0.7149,Hipotecada,0.558,0
CLI016182,2025-09-19,47,F,Soltero,Secundaria,2,Independiente,,5.8,Consumo,8911.0,24,18.69,6,0.0,0.1755,Hipotecada,,0
CLI016183,2025-10-24,52,M,Soltero,Técnico,1,Empresario,1606.0,31.1,Consumo,8224.0,36,25.66,3,0.0,0.3437,Arrendada,,0
CLI016184,2026-02-27,33,M,Divorciado,Universitario,2,Dependiente,2699.0,5.5,Vehicular,3436.0,36,24.36,4,90.0,0.1813,Hipotecada,,1
CLI016185,2026-02-16,46,F,Casado,Universitario,0,Independiente,3179.0,6.7,Empresarial,7169.0,12,17.85,1,0.0,0.0771,Propia,,0
CLI016186,2025-09-30,36,M,Casado,Universitario,1,Independiente,3637.0,,Hipotecario,6138.0,60,20.8,5,0.0,0.2467,Propia,0.553,0
CLI016187,2025-02-18,39,M,Divorciado,Secundaria,2,Empresario,2138.0,,Consumo,22844.0,48,14.28,1,90.0,0.2909,Familiar,,1
CLI016188,2026-03-19,43,M,Divorciado,Secundaria,0,Independiente,,12.4,Consumo,5718.0,60,14.26,2,0.0,0.0516,Familiar,,0
CLI016189,2025-07-16,41,M,Casado,Técnico,1,Dependiente,2261.0,5.4,Hipotecario,9033.0,36,22.74,4,0.0,0.1821,Familiar,0.657,0
CLI016190,2025-10-25,50,M,Divorciado,Universitario,1,Dependiente,5359.0,0.6,Hipotecario,23299.0,84,26.67,1,30.0,0.1192,Propia,0.864,0
CLI016191,2026-03-06,47,F,Casado,Universitario,2,Dependiente,2059.0,0.9,Consumo,17446.0,60,24.32,3,0.0,0.2069,Arrendada,,0
CLI016192,2025-12-23,25,F,Soltero,Universitario,0,Independiente,3806.0,4.9,Hipotecario,25538.0,12,27.8,1,90.0,0.2149,Familiar,0.662,1
CLI016193,2025-11-04,27,M,Viudo,Secundaria,3,Independiente,1572.0,2.0,Consumo,12359.0,12,18.45,4,0.0,0.52,Arrendada,,1
CLI016194,2025-04-21,37,M,Divorciado,Universitario,2,Dependiente,2208.0,16.0,Hipotecario,12274.0,60,23.0,5,0.0,0.234,Arrendada,0.653,0
CLI016195,2025-07-02,62,F,Casado,Universitario,0,Dependiente,5648.0,6.5,Empresarial,51475.0,36,23.54,1,60.0,0.4174,Familiar,,0
CLI016196,2025-12-09,32,M,Casado,Secundaria,1,Dependiente,,2.2,Consumo,1518.0,36,17.94,5,0.0,0.2903,Arrendada,,0
CLI016197,2025-12-23,39,F,Divorciado,Técnico,3,Jubilado,3334.0,4.0,Empresarial,32029.0,60,16.14,3,30.0,0.3774,Propia,,0
CLI016198,2026-01-05,36,M,Casado,Técnico,3,Dependiente,3203.0,4.2,Consumo,22718.0,36,20.81,5,,,Hipotecada,,0
CLI016199,2025-01-31,35,M,Casado,Universitario,3,Sin empleo,3888.0,0.1,Consumo,125275.0,36,21.58,5,90.0,0.2989,Familiar,,1
CLI016200,2025-09-29,43,M,Soltero,Secundaria,0,Dependiente,982.0,1.0,Consumo,11284.0,24,5.0,3,60.0,0.2987,Familiar,,0
CLI016201,2025-01-07,57,F,Soltero,Secundaria,1,Dependiente,1620.0,0.9,Hipotecario,20665.0,48,18.31,1,0.0,0.4114,Arrendada,0.816,0
CLI016202,2025-04-30,47,M,Casado,Técnico,1,Dependiente,697.0,10.1,Hipotecario,8049.0,36,24.61,6,0.0,0.0519,Arrendada,0.793,0
CLI016203,2026-03-05,33,F,Casado,Secundaria,1,Dependiente,798.0,16.8,Hipotecario,10095.0,24,16.09,5,0.0,0.2183,Propia,0.521,0
CLI016204,2026-02-21,72,F,Divorciado,Secundaria,1,Empresario,1148.0,2.6,Vehicular,6480.0,36,16.4,6,0.0,0.0479,Propia,,0
CLI016205,2025-11-03,42,M,Soltero,Secundaria,3,Sin empleo,1347.0,4.2,Hipotecario,15154.0,60,25.6,8,0.0,0.2317,Arrendada,0.54,1
CLI016206,2025-02-11,35,M,Casado,Universitario,2,Dependiente,10473.0,17.2,Hipotecario,3813.0,24,22.91,5,0.0,0.0844,Hipotecada,0.525,0
CLI016207,2025-03-12,57,M,Divorciado,Postgrado,0,Jubilado,8837.0,0.1,Empresarial,5097.0,84,13.36,2,0.0,0.078,Hipotecada,,0
CLI016208,2025-06-01,36,F,Divorciado,Técnico,2,Jubilado,5298.0,1.6,Hipotecario,18861.0,120,21.22,4,60.0,0.3515,Arrendada,0.639,0
CLI016209,2025-03-30,60,F,Casado,Universitario,2,Dependiente,3109.0,,Consumo,5045.0,36,19.55,2,0.0,0.3279,Familiar,,0
CLI016210,2025-12-10,32,F,Divorciado,Secundaria,0,Empresario,832.0,0.4,Hipotecario,43767.0,84,17.88,3,30.0,0.1246,Hipotecada,0.635,0
CLI016211,2025-10-07,57,M,Divorciado,Universitario,0,Dependiente,2943.0,0.0,Consumo,14738.0,60,10.35,0,30.0,0.0767,Familiar,,0
CLI016212,2025-12-04,44,M,Casado,Técnico,3,Dependiente,1936.0,2.6,Hipotecario,8599.0,24,10.28,5,0.0,,Familiar,0.925,1
CLI016213,2025-12-20,56,F,Divorciado,Técnico,1,Dependiente,989.0,15.3,Vehicular,9254.0,36,32.69,3,30.0,0.2087,Familiar,,0
CLI016214,2025-05-31,62,F,Casado,Universitario,4,Empresario,3494.0,13.2,Consumo,10535.0,36,11.16,3,30.0,0.175,Familiar,,0
CLI016215,2025-07-16,29,F,Casado,Secundaria,4,Dependiente,1264.0,6.9,Consumo,5921.0,12,18.7,4,0.0,0.189,Propia,,0
CLI016216,2025-02-14,56,F,Soltero,Técnico,2,Independiente,910.0,3.9,Hipotecario,54533.0,24,24.16,3,0.0,0.2385,Propia,0.721,0
CLI016217,2025-02-07,26,M,Divorciado,Técnico,1,Independiente,2008.0,,Vehicular,34333.0,12,12.43,2,0.0,0.1304,Arrendada,,1
CLI016218,2025-12-15,30,M,Soltero,Universitario,0,Independiente,1883.0,23.0,Consumo,11490.0,36,17.2,2,180.0,0.1115,Propia,,1
CLI016219,2025-02-12,33,M,Soltero,Universitario,0,Dependiente,3126.0,4.2,Consumo,8245.0,36,8.25,2,0.0,0.2626,Arrendada,,0
CLI016220,2026-01-31,47,F,Soltero,Universitario,0,Dependiente,4377.0,5.8,Empresarial,14897.0,12,16.35,4,0.0,0.3402,Propia,,0
CLI016221,2026-03-14,42,M,Soltero,Universitario,3,Independiente,1768.0,10.8,Hipotecario,16106.0,24,6.96,6,0.0,0.0195,Propia,0.875,0
CLI016222,2025-10-13,40,F,Divorciado,Postgrado,2,Independiente,,38.3,Consumo,12038.0,24,25.07,1,0.0,0.2102,Familiar,,0
CLI016223,2025-05-05,43,F,Viudo,Secundaria,2,Dependiente,1824.0,2.0,Consumo,17174.0,12,24.14,5,0.0,0.4271,Arrendada,,1
CLI016224,2025-07-22,48,M,Divorciado,Técnico,2,Dependiente,,12.3,Vehicular,4002.0,12,9.09,1,0.0,0.319,Propia,,1
CLI016225,2025-01-14,49,F,Soltero,Técnico,4,Independiente,2091.0,2.5,Hipotecario,7231.0,48,26.2,1,0.0,0.0804,Hipotecada,0.862,0
CLI016226,2025-12-23,54,M,Soltero,Universitario,2,Dependiente,4085.0,10.0,Hipotecario,4738.0,24,12.49,1,0.0,0.4034,Arrendada,0.57,0
CLI016227,2025-04-28,62,M,Soltero,Técnico,1,Dependiente,,3.5,Hipotecario,3012.0,24,23.97,1,0.0,0.5582,Hipotecada,0.917,0
CLI016228,2025-08-04,41,F,Casado,Secundaria,1,Independiente,876.0,14.9,Consumo,5047.0,36,25.54,6,0.0,0.2311,Propia,,0
CLI016229,2026-03-30,36,F,Soltero,Secundaria,2,Empresario,1129.0,29.2,Consumo,89227.0,36,26.34,5,30.0,0.2815,Hipotecada,,0
CLI016230,2026-01-05,48,F,Divorciado,Postgrado,1,Dependiente,5007.0,5.0,Consumo,37373.0,48,13.17,3,0.0,0.2491,Familiar,,0
CLI016231,2025-10-15,29,F,Divorciado,Postgrado,2,Empresario,7535.0,1.8,Hipotecario,23871.0,24,24.53,1,180.0,0.3084,Arrendada,0.543,0
CLI016232,2026-03-16,34,F,Soltero,Técnico,1,Jubilado,2521.0,3.5,Consumo,26725.0,60,18.29,3,0.0,0.3035,Hipotecada,,0
CLI016233,2025-11-17,52,F,Casado,Postgrado,0,Jubilado,5299.0,2.2,Consumo,10078.0,24,29.15,3,120.0,0.6878,Arrendada,,0
CLI016234,2026-03-23,40,F,Casado,Universitario,0,Dependiente,5433.0,4.5,Vehicular,17149.0,120,26.56,2,0.0,0.4774,Propia,,0
CLI016235,2025-06-26,28,M,Soltero,Universitario,0,Independiente,2327.0,8.8,Vehicular,24278.0,24,22.73,3,0.0,0.1431,Hipotecada,,0
CLI016236,2025-12-18,25,M,Casado,Secundaria,2,Dependiente,1413.0,0.7,Consumo,5612.0,120,20.52,7,0.0,0.3129,Arrendada,,1
CLI016237,2026-02-17,42,F,Divorciado,Secundaria,0,Independiente,2228.0,5.6,Vehicular,22124.0,12,9.98,1,0.0,0.2627,Familiar,,1
CLI016238,2025-10-29,54,F,Divorciado,Secundaria,3,Empresario,1977.0,0.4,Vehicular,7924.0,36,13.29,3,0.0,0.3136,Arrendada,,0
CLI016239,2025-07-30,54,M,Soltero,Secundaria,0,Dependiente,,12.3,Consumo,15498.0,48,20.37,3,0.0,0.2749,Familiar,,0
CLI016240,2025-09-20,43,M,Casado,Universitario,2,Sin empleo,5347.0,0.0,Hipotecario,2836.0,84,19.0,3,0.0,0.1573,Arrendada,0.92,0
