id_credito,anio_originacion,plazo_meses,edad,ingreso_mensual,score_buro,deuda_ingreso,num_productos,pd_modelo,default_obs
6223,2023,24,37,3881.0,678,0.583,3,0.178436,0
6224,2022,36,56,6275.0,615,0.0879,3,0.020587,0
6225,2021,60,43,3082.0,563,0.3116,2,0.029177,0
6226,2022,24,34,2917.0,655,0.1216,1,0.156663,0
6227,2021,24,23,2813.0,481,0.1415,1,0.005662,0
6228,2022,48,41,4976.0,578,0.5442,2,0.04718,1
6229,2023,48,46,2727.0,617,0.2793,1,0.074806,0
6230,2023,12,31,3974.0,637,0.6495,2,0.159713,0
6231,2022,36,40,7719.0,608,0.3354,2,0.028428,0
6232,2023,36,34,2938.0,564,0.2267,1,0.021112,0
6233,2021,60,36,3819.0,693,0.0433,4,0.077924,0
6234,2021,24,22,5094.0,487,0.2974,1,0.009629,0
6235,2021,36,35,5561.0,597,0.1247,2,0.032113,0
6236,2021,60,47,3829.0,578,0.3811,3,0.01845,0
6237,2022,36,31,7284.0,700,0.2277,1,0.171978,0
6238,2022,36,38,6603.0,583,0.203,2,0.016017,0
6239,2022,48,30,8690.0,655,0.3431,2,0.106153,0
6240,2021,36,41,4718.0,646,0.2068,4,0.033309,0
6241,2022,24,35,3803.0,473,0.1396,3,0.002158,0
6242,2021,36,28,3494.0,614,0.2774,4,0.024068,0
6243,2021,36,51,5730.0,480,0.0839,2,0.002488,0
6244,2023,24,47,4070.0,648,0.236,1,0.124255,1
6245,2021,24,31,3698.0,561,0.1807,1,0.015598,0
6246,2021,60,42,3928.0,714,0.379,3,0.251433,0
6247,2023,48,43,3492.0,605,0.0874,2,0.021039,0
6248,2023,36,44,5429.0,558,0.2665,1,0.016758,0
6249,2022,36,22,2425.0,715,0.362,2,0.508892,0
6250,2023,36,48,5719.0,550,0.1993,3,0.007372,0
6251,2021,24,32,6893.0,691,0.2403,4,0.077432,0
6252,2022,24,34,3676.0,657,0.4514,1,0.295276,0
6253,2021,36,64,12849.0,590,0.2513,1,0.016181,0
6254,2022,12,41,4958.0,513,0.6113,2,0.011389,0
6255,2023,48,34,2251.0,719,0.575,1,0.666601,1
6256,2023,36,22,4270.0,660,0.2673,1,0.277897,0
6257,2022,12,51,5071.0,558,0.1043,1,0.008627,0
6258,2023,60,24,6152.0,639,0.4398,1,0.132331,1
6259,2023,24,27,4321.0,700,0.5659,3,0.312787,0
6260,2022,36,34,2964.0,628,0.2963,3,0.067216,0
6261,2023,48,52,2843.0,639,0.4247,1,0.100328,0
6262,2023,24,45,3545.0,702,0.247,2,0.232754,0
6263,2021,48,36,3719.0,742,0.3786,2,0.442679,1
6264,2023,60,41,2786.0,610,0.1696,4,0.028443,0
6265,2023,48,31,3407.0,513,0.103,1,0.008381,0
6266,2021,60,39,6834.0,515,0.7066,1,0.030359,0
6267,2021,24,38,11206.0,564,0.6178,4,0.016008,0
6268,2022,36,47,7171.0,545,0.2822,2,0.013406,0
6269,2021,36,47,9442.0,485,0.2989,3,0.002491,0
6270,2022,60,42,7999.0,767,0.17,1,0.458484,0
6271,2023,36,34,7454.0,662,0.3337,1,0.173428,1
6272,2021,36,45,4151.0,578,0.023,3,0.009906,0
6273,2021,48,37,5274.0,617,0.4312,2,0.050951,0
6274,2021,24,27,3983.0,477,0.1428,3,0.002319,0
6275,2023,12,33,4405.0,712,0.2244,1,0.271123,0
6276,2021,24,38,5085.0,464,0.1335,1,0.002776,0
6277,2021,36,47,7022.0,660,0.1647,1,0.052942,0
6278,2021,12,36,6073.0,472,0.1537,3,0.001329,0
6279,2023,12,25,4533.0,586,0.3193,1,0.03453,0
6280,2022,60,38,5053.0,719,0.279,2,0.283516,1
6281,2021,36,39,6104.0,489,0.418,1,0.004201,0
6282,2021,12,39,6862.0,608,0.5115,2,0.103595,0
6283,2021,24,47,2300.0,670,0.3715,2,0.122507,0
6284,2022,24,48,2868.0,657,0.1261,1,0.091373,0
6285,2021,24,32,8550.0,625,0.1134,2,0.043461,0
6286,2021,36,31,4767.0,659,0.1213,2,0.103555,0
6287,2022,24,27,3976.0,571,0.3618,3,0.027944,0
6288,2022,48,44,4308.0,774,0.6189,3,0.521971,1
6289,2021,60,52,4308.0,491,0.3493,1,0.005735,0
6290,2021,48,34,6496.0,712,0.2559,1,0.240011,1
6291,2023,36,35,2824.0,635,0.3186,2,0.10875,0
6292,2021,36,52,4976.0,669,0.1576,2,0.108802,0
6293,2022,36,43,5558.0,683,0.2284,4,0.124007,0
6294,2022,12,42,5992.0,664,0.3833,1,0.153643,1
6295,2022,12,26,5494.0,555,0.2752,2,0.013698,0
6296,2022,60,44,6361.0,597,0.1688,1,0.019933,0
6297,2021,36,28,3691.0,503,0.2078,1,0.00697,0
6298,2023,12,26,3069.0,596,0.4999,2,0.070483,0
6299,2022,36,34,16789.0,645,0.1162,2,0.033303,0
6300,2022,36,32,4228.0,668,0.3348,1,0.25682,1
6301,2021,36,35,4482.0,651,0.1298,1,0.067852,0
6302,2022,12,23,6898.0,479,0.1351,1,0.003064,0
6303,2022,12,47,10917.0,575,0.1658,1,0.013982,0
6304,2021,48,49,3743.0,567,0.2564,1,0.010907,0
6305,2022,36,22,2983.0,515,0.1178,3,0.005164,0
6306,2022,12,47,2641.0,553,0.1813,2,0.010553,0
6307,2022,24,29,10900.0,620,0.3946,3,0.049619,0
6308,2023,48,46,2925.0,733,0.3866,3,0.264156,1
6309,2022,48,37,4848.0,543,0.1926,1,0.00988,0
6310,2021,48,38,3015.0,529,0.2131,1,0.009751,0
6311,2021,36,36,2382.0,572,0.4469,1,0.051663,0
6312,2021,60,50,4246.0,646,0.4413,3,0.073699,0
6313,2022,60,25,3075.0,717,0.3413,3,0.407164,0
6314,2021,36,44,3478.0,613,0.3542,1,0.058788,0
6315,2021,24,49,13401.0,504,0.1182,1,0.002474,0
6316,2022,36,45,6078.0,521,0.2741,2,0.015328,0
6317,2022,36,61,7830.0,635,0.2098,2,0.040843,0
6318,2022,36,32,7423.0,699,0.2938,3,0.22991,0
6319,2021,24,47,4673.0,765,0.2876,1,0.409302,1
6320,2021,12,36,3945.0,525,0.0566,4,0.004176,0
6321,2022,24,50,5566.0,631,0.0354,3,0.021431,0
6322,2022,24,37,5347.0,537,0.4393,2,0.019047,0
6323,2022,36,34,3698.0,548,0.4231,1,0.031059,0
6324,2021,36,51,5244.0,541,0.32,2,0.007217,0
6325,2023,48,33,3452.0,593,0.4117,2,0.05685,0
6326,2022,12,23,4511.0,549,0.4939,1,0.033988,0
6327,2023,12,32,4156.0,818,0.4881,4,0.684511,1
6328,2023,36,44,2606.0,583,0.2703,2,0.017378,0
6329,2022,24,51,1517.0,699,0.4676,2,0.488396,1
6330,2022,36,39,3073.0,567,0.2525,2,0.035686,0
6331,2022,48,51,12113.0,798,0.4075,2,0.32453,1
6332,2021,36,24,4210.0,647,0.2036,1,0.114435,0
6333,2021,36,33,7244.0,686,0.2168,3,0.101557,0
6334,2021,24,35,1699.0,572,0.4759,1,0.100394,0
6335,2021,36,36,2969.0,698,0.1633,3,0.148011,0
6336,2021,12,38,2497.0,646,0.1887,1,0.147093,1
6337,2022,12,44,4442.0,589,0.1031,1,0.021159,0
6338,2022,36,33,16498.0,533,0.2512,1,0.005418,0
6339,2023,36,39,6186.0,600,0.279,2,0.036893,0
6340,2022,36,37,11474.0,594,0.0518,2,0.012239,0
6341,2022,12,28,4328.0,689,0.3817,2,0.22686,1
6342,2021,36,36,9725.0,601,0.3974,2,0.041039,0
6343,2023,60,36,13858.0,466,0.1043,3,0.001,0
6344,2022,24,36,4653.0,671,0.3307,1,0.192926,0
6345,2021,12,38,3753.0,723,0.3498,1,0.447909,0
6346,2022,24,38,2543.0,486,0.3374,1,0.010947,0
6347,2021,36,33,4211.0,764,0.3827,1,0.61876,1
6348,2022,36,50,5120.0,731,0.1158,1,0.248943,0
6349,2021,48,26,13568.0,569,0.2101,3,0.008094,0
6350,2022,48,30,2572.0,530,0.5763,2,0.032472,1
6351,2021,24,65,5064.0,704,0.3653,2,0.279236,0
6352,2023,60,27,1984.0,510,0.8924,3,0.036937,0
6353,2022,48,24,3970.0,566,0.2791,1,0.042028,0
6354,2021,12,45,5743.0,514,0.162,3,0.003662,0
6355,2021,12,22,6351.0,620,0.1672,2,0.031087,0
6356,2023,48,35,6598.0,737,0.2584,2,0.244823,0
6357,2023,36,59,5995.0,649,0.0703,1,0.04759,0
6358,2021,60,22,6570.0,701,0.3933,2,0.35544,0
6359,2022,60,22,5028.0,591,0.1469,1,0.04168,0
6360,2022,12,23,2910.0,627,0.1896,1,0.109268,0
6361,2023,60,46,1947.0,521,0.3067,1,0.015511,0
6362,2021,24,49,3739.0,612,0.2887,3,0.04738,0
6363,2021,36,32,4595.0,560,0.2624,3,0.012551,0
6364,2021,48,44,9200.0,607,0.039,2,0.022003,0
6365,2023,36,51,4674.0,601,0.4556,4,0.065154,0
6366,2021,24,55,4455.0,594,0.2377,4,0.012796,0
6367,2023,24,35,5960.0,788,0.2353,2,0.557075,1
6368,2022,24,22,4294.0,761,0.1117,1,0.403526,1
6369,2022,12,29,7371.0,733,0.398,1,0.484,1
6370,2023,36,33,13222.0,763,0.3417,2,0.403632,0
6371,2021,24,35,14697.0,733,0.3575,2,0.246002,0
6372,2022,36,36,5159.0,618,0.4848,1,0.114182,0
6373,2021,36,49,5816.0,610,0.3528,4,0.014699,0
6374,2023,36,50,10823.0,638,0.1023,1,0.050587,0
6375,2021,36,36,4560.0,603,0.0715,3,0.020003,0
6376,2023,36,48,6902.0,536,0.3697,2,0.011019,0
6377,2021,48,41,2786.0,643,0.4627,2,0.113486,0
6378,2022,60,38,4207.0,494,0.1325,2,0.001859,0
6379,2023,24,47,8761.0,631,0.3191,2,0.049994,0
6380,2022,60,38,3432.0,540,0.4345,2,0.021734,0
6381,2023,24,58,4610.0,613,0.1504,2,0.03132,0
6382,2023,60,23,2237.0,635,0.3698,2,0.1719,1
6383,2022,36,32,13398.0,591,0.2691,4,0.006287,0
6384,2022,12,36,9242.0,488,0.0972,1,0.001721,0
6385,2023,60,42,5399.0,524,0.4161,1,0.010391,0
6386,2021,12,50,6334.0,656,0.0784,1,0.053688,0
6387,2022,48,37,5991.0,575,0.1391,4,0.007394,0
6388,2023,60,23,9820.0,664,0.4012,2,0.110404,0
6389,2021,24,46,3792.0,620,0.1334,4,0.026159,0
6390,2021,12,45,7088.0,604,0.4018,3,0.040111,0
6391,2023,24,22,8423.0,647,0.325,1,0.120682,0
6392,2021,60,37,9024.0,566,0.4803,2,0.014194,0
6393,2021,36,22,1588.0,652,0.4365,1,0.289889,0
6394,2022,48,31,3642.0,586,0.3825,2,0.028508,0
6395,2023,24,28,2953.0,822,0.3088,1,0.555929,0
6396,2022,12,46,5296.0,529,0.1133,2,0.007166,0
6397,2022,36,39,1794.0,591,0.034,2,0.030673,0
6398,2022,12,25,1767.0,594,0.2118,1,0.088617,0
6399,2022,60,46,14546.0,511,0.4835,3,0.00362,0
6400,2021,48,23,6693.0,678,0.0854,2,0.119846,0
6401,2023,48,41,5221.0,585,0.295,3,0.013067,0
6402,2023,60,29,5895.0,429,0.1319,1,0.001,0
6403,2022,24,34,5288.0,675,0.242,3,0.145416,0
6404,2021,48,43,8092.0,569,0.1432,1,0.015755,0
6405,2022,36,43,3582.0,611,0.2312,2,0.041383,0
6406,2021,36,51,5395.0,674,0.3965,3,0.149217,0
6407,2022,36,37,5507.0,590,0.1829,3,0.021783,0
6408,2022,24,41,2912.0,590,0.3566,2,0.062731,1
6409,2021,36,33,9307.0,817,0.2736,2,0.732293,1
6410,2021,48,39,3933.0,447,0.4868,3,0.002611,0
6411,2021,48,42,8174.0,517,0.3273,2,0.00354,0
6412,2022,12,37,5205.0,532,0.3748,3,0.008871,0
6413,2023,24,22,11123.0,763,0.2759,2,0.438741,1
6414,2021,36,41,2920.0,568,0.2724,1,0.030014,0
6415,2022,12,41,2857.0,639,0.4134,3,0.076172,0
6416,2021,36,31,3125.0,582,0.2112,1,0.049118,0
6417,2023,48,25,5253.0,668,0.243,3,0.094853,0
6418,2021,12,52,10623.0,618,0.1489,1,0.03066,0
6419,2022,60,42,10900.0,640,0.3131,1,0.045907,0
6420,2021,60,35,1548.0,722,0.0737,1,0.353302,0
6421,2023,36,26,5568.0,655,0.6194,1,0.264723,1
6422,2023,24,29,986.0,561,0.4297,2,0.048056,0
6423,2022,24,51,7314.0,644,0.1777,3,0.015924,0
6424,2022,24,39,8596.0,813,0.0738,2,0.426786,0
6425,2021,60,32,4817.0,665,0.5764,3,0.243356,1
6426,2022,24,43,5126.0,632,0.0963,1,0.061935,0
6427,2022,24,29,5099.0,510,0.5135,3,0.017264,0
6428,2022,12,53,3320.0,677,0.1975,2,0.119211,0
6429,2021,24,51,6099.0,689,0.0971,4,0.091828,0
6430,2021,24,33,4378.0,645,0.1923,3,0.073853,0
6431,2021,36,31,7826.0,629,0.1594,1,0.043325,0
6432,2023,36,22,4643.0,846,0.2255,3,0.830295,1
6433,2021,36,23,3195.0,688,0.4843,3,0.297012,0
6434,2022,24,24,2280.0,719,0.1106,3,0.198714,0
6435,2021,48,39,1935.0,625,0.1894,2,0.038594,0
6436,2021,12,34,9474.0,609,0.5263,3,0.063077,0
6437,2022,36,24,3909.0,670,0.5541,1,0.40034,1
6438,2023,36,35,5821.0,609,0.2542,1,0.029809,0
6439,2021,24,43,11987.0,615,0.213,2,0.020182,0
6440,2022,60,43,3709.0,657,0.0779,1,0.111838,0
6441,2023,48,22,3591.0,578,0.4211,2,0.042576,0
6442,2021,60,36,4600.0,637,0.3994,1,0.110876,0
6443,2021,36,24,4988.0,626,0.4044,3,0.082683,0
6444,2021,48,47,12629.0,697,0.1971,2,0.075535,0
6445,2023,48,45,10753.0,571,0.2026,3,0.009211,0
6446,2021,24,29,6704.0,460,0.2553,1,0.002095,0
6447,2021,60,30,10145.0,595,0.1321,1,0.033572,0
6448,2022,24,33,4496.0,651,0.2077,1,0.149847,1
6449,2022,24,22,5708.0,697,0.4967,1,0.398116,0
6450,2022,12,41,4227.0,564,0.0454,1,0.01147,0
6451,2021,48,35,2578.0,663,0.2666,2,0.102212,0
6452,2022,36,47,8973.0,710,0.0716,3,0.103276,0
6453,2023,48,27,6412.0,680,0.4895,1,0.393073,0
6454,2022,48,31,4959.0,556,0.3356,1,0.035988,0
6455,2022,24,22,4909.0,565,0.3557,4,0.014721,0
6456,2023,48,27,2314.0,654,0.1811,1,0.19449,0
6457,2021,24,26,3015.0,750,0.3697,1,0.722135,1
6458,2021,36,47,5814.0,621,0.147,3,0.037645,0
6459,2022,36,31,3772.0,606,0.1358,1,0.05039,0
6460,2022,36,39,4408.0,510,0.3137,2,0.007119,0
6461,2022,24,34,4664.0,590,0.162,2,0.024312,0
6462,2022,36,25,3494.0,562,0.2249,2,0.016284,0
6463,2022,48,36,3029.0,622,0.1021,1,0.057836,0
6464,2022,36,43,2195.0,498,0.5718,1,0.009043,0
6465,2021,36,25,4568.0,593,0.05,2,0.023393,0
6466,2022,36,46,6696.0,539,0.3521,1,0.015176,0
6467,2022,24,29,2161.0,695,0.4897,1,0.360978,0
6468,2021,36,33,4856.0,551,0.3166,2,0.010991,0
6469,2023,36,43,5657.0,574,0.223,4,0.00667,0
6470,2023,36,31,2997.0,642,0.2064,4,0.035921,0
6471,2021,48,38,10007.0,583,0.2793,3,0.012604,0
6472,2021,24,34,4053.0,808,0.3622,1,0.797723,1
6473,2022,12,39,4672.0,694,0.1561,2,0.130245,0
6474,2021,36,22,4534.0,621,0.23,4,0.030915,0
6475,2023,24,22,2028.0,649,0.5624,2,0.193202,1
6476,2021,36,44,8139.0,431,0.2336,2,0.001,0
6477,2021,48,48,3048.0,718,0.146,1,0.191591,0
6478,2022,12,28,4367.0,660,0.102,3,0.104592,0
6479,2022,48,35,6626.0,614,0.506,3,0.059261,0
6480,2022,36,40,10203.0,665,0.3494,1,0.182841,0
6481,2022,12,44,2864.0,675,0.4796,1,0.263525,1
6482,2023,48,22,3931.0,586,0.2908,2,0.045327,0
6483,2023,48,29,9811.0,650,0.1986,1,0.111918,0
6484,2021,24,34,6197.0,703,0.2754,4,0.131634,0
6485,2022,24,45,6875.0,656,0.0879,1,0.05666,0
6486,2022,60,62,2906.0,599,0.0489,4,0.015467,0
6487,2022,60,35,4066.0,643,0.2199,1,0.105266,0
6488,2022,36,23,4519.0,730,0.4521,2,0.468251,1
6489,2022,12,42,3200.0,682,0.3927,4,0.111095,0
6490,2022,24,51,2128.0,526,0.4617,1,0.013259,0
6491,2021,12,39,3808.0,666,0.1576,3,0.106094,0
6492,2021,36,28,9673.0,656,0.3449,2,0.107337,0
6493,2021,60,47,5062.0,713,0.181,2,0.196953,0
6494,2022,24,44,9771.0,622,0.419,2,0.079581,0
6495,2022,60,27,5375.0,590,0.4759,2,0.075484,0
6496,2021,24,41,3353.0,510,0.324,3,0.005322,0
6497,2022,24,47,9310.0,564,0.3302,1,0.024173,0
6498,2021,60,49,5465.0,716,0.3665,4,0.203397,0
6499,2021,48,37,7950.0,635,0.439,4,0.058309,0
6500,2021,48,34,2881.0,612,0.1005,2,0.033842,0
6501,2022,24,50,8262.0,723,0.4419,2,0.455738,1
6502,2022,48,25,8387.0,707,0.1156,3,0.081328,0
6503,2022,60,42,5681.0,561,0.3435,1,0.025946,0
6504,2023,36,24,3283.0,716,0.2187,2,0.224562,1
6505,2021,48,48,4803.0,487,0.4543,1,0.005996,0
6506,2022,24,35,6672.0,656,0.2228,2,0.118782,0
6507,2022,36,50,5526.0,647,0.3305,3,0.06441,0
6508,2021,36,42,6638.0,711,0.252,2,0.196102,0
6509,2021,24,25,8153.0,650,0.268,3,0.051556,0
6510,2022,60,52,3554.0,600,0.3086,1,0.054261,0
6511,2023,36,53,2759.0,606,0.3558,2,0.080576,0
6512,2022,60,46,4823.0,835,0.1699,3,0.716808,1
6513,2022,36,30,4168.0,626,0.2551,1,0.118502,0
6514,2023,36,34,7280.0,667,0.1653,2,0.103164,0
6515,2023,48,39,2872.0,458,0.1283,4,0.001,0
6516,2021,48,30,8186.0,553,0.5299,4,0.012476,1
6517,2023,12,54,9670.0,661,0.1284,3,0.04359,0
6518,2022,48,39,4916.0,490,0.1014,2,0.002956,0
6519,2021,24,22,5066.0,663,0.1733,1,0.14372,0
6520,2021,24,41,3348.0,561,0.5341,4,0.021577,0
6521,2022,60,34,3747.0,537,0.3161,1,0.024257,0
6522,2023,24,37,4007.0,561,0.3595,2,0.035767,1
6523,2022,24,34,10112.0,742,0.5951,1,0.724239,0
6524,2022,60,46,4741.0,646,0.1145,4,0.035012,0
6525,2021,36,49,2537.0,547,0.4872,2,0.028239,0
6526,2022,36,40,5584.0,682,0.2496,3,0.14731,0
6527,2022,24,34,7429.0,686,0.0807,2,0.07451,0
6528,2022,24,37,4853.0,589,0.0543,3,0.005763,0
6529,2021,24,38,10246.0,696,0.3729,3,0.074276,0
6530,2022,36,29,7250.0,700,0.1265,3,0.125056,1
6531,2022,24,43,2909.0,688,0.181,1,0.228888,0
6532,2022,36,42,3730.0,566,0.263,2,0.013339,0
6533,2023,36,53,5503.0,525,0.0252,3,0.003488,0
6534,2022,48,50,2136.0,484,0.2447,4,0.002253,0
6535,2023,36,31,5815.0,567,0.0479,3,0.007264,0
6536,2022,12,46,2037.0,590,0.0791,2,0.028253,0
6537,2021,60,28,8199.0,597,0.152,2,0.01443,0
6538,2022,48,44,7736.0,616,0.1157,1,0.035033,0
6539,2022,24,32,6326.0,758,0.0322,1,0.548455,1
6540,2022,24,27,3505.0,592,0.126,4,0.014098,0
6541,2021,24,40,5351.0,616,0.4306,1,0.130968,0
6542,2021,24,22,3802.0,474,0.2961,3,0.004078,0
6543,2021,36,22,2935.0,798,0.2885,3,0.69705,0
6544,2022,48,36,4149.0,514,0.4023,3,0.005022,0
6545,2022,24,38,6968.0,563,0.5521,1,0.030095,0
6546,2023,48,34,5024.0,675,0.3096,3,0.116489,0
6547,2023,24,22,10151.0,639,0.5637,2,0.151997,0
6548,2023,36,29,7208.0,751,0.3752,1,0.394756,0
6549,2022,24,41,6832.0,677,0.158,1,0.11882,0
6550,2022,24,43,2199.0,613,0.4767,1,0.095343,0
6551,2021,36,37,4262.0,703,0.2354,2,0.161114,0
6552,2022,24,49,2887.0,712,0.158,3,0.248028,0
6553,2021,60,41,4485.0,567,0.1198,2,0.013388,0
6554,2021,24,30,3475.0,697,0.6224,1,0.446434,0
6555,2022,60,35,4069.0,602,0.3907,4,0.020465,0
6556,2022,12,23,8355.0,611,0.3323,2,0.04943,0
6557,2021,24,36,6233.0,631,0.1999,1,0.057015,0
6558,2023,36,49,8132.0,589,0.2295,1,0.02827,0
6559,2021,36,44,2208.0,585,0.3491,2,0.067659,0
6560,2021,60,52,5059.0,698,0.4626,2,0.317447,0
6561,2022,48,34,7969.0,497,0.2747,2,0.004035,0
6562,2023,24,51,10437.0,535,0.3483,1,0.007853,0
6563,2021,48,36,2266.0,673,0.1621,1,0.167391,0
6564,2022,36,52,4123.0,614,0.1529,1,0.046222,0
6565,2021,12,37,8243.0,699,0.2215,4,0.094572,0
6566,2021,48,45,4464.0,648,0.246,2,0.101838,1
6567,2023,12,52,3118.0,513,0.5236,1,0.014867,0
6568,2022,24,36,2264.0,625,0.1634,1,0.095883,0
6569,2022,24,40,3058.0,662,0.2344,4,0.067085,0
6570,2021,48,50,2112.0,638,0.6457,1,0.267039,0
6571,2021,24,36,5061.0,582,0.1141,1,0.022084,0
6572,2023,24,24,7694.0,598,0.3746,4,0.016682,0
6573,2022,48,59,2616.0,575,0.0658,1,0.026798,0
6574,2022,12,33,5591.0,513,0.4085,3,0.005829,0
6575,2022,24,39,7500.0,502,0.3114,3,0.005581,0
6576,2021,24,49,4908.0,651,0.2267,1,0.105105,0
6577,2022,24,31,2197.0,550,0.4722,4,0.01694,0
6578,2023,48,27,5962.0,666,0.098,4,0.063012,0
6579,2022,60,40,4782.0,572,0.3085,1,0.028057,0
6580,2022,36,22,4545.0,514,0.496,1,0.017276,0
6581,2023,36,35,3739.0,587,0.1098,1,0.029823,0
6582,2023,60,40,5133.0,787,0.3982,4,0.393216,1
6583,2021,60,35,6342.0,612,0.371,3,0.06433,0
6584,2021,48,22,16241.0,671,0.4484,2,0.098642,0
6585,2022,24,53,5199.0,633,0.2004,4,0.022284,0
6586,2022,24,39,10463.0,507,0.4497,1,0.008923,0
6587,2022,48,52,5877.0,735,0.1806,1,0.325112,0
6588,2021,24,35,4676.0,600,0.159,3,0.015647,0
6589,2021,36,29,5294.0,515,0.3582,4,0.005717,0
6590,2021,60,40,2668.0,579,0.2161,1,0.039247,0
6591,2021,36,35,5727.0,603,0.2459,1,0.033669,0
6592,2021,36,26,1815.0,679,0.6011,4,0.186901,0
6593,2022,36,52,3193.0,565,0.4455,3,0.018811,0
6594,2022,36,31,5192.0,829,0.0066,1,0.488323,0
6595,2021,36,22,8928.0,545,0.2466,2,0.020493,0
6596,2023,36,51,10050.0,668,0.3731,2,0.068658,0
6597,2023,24,32,4367.0,462,0.0507,3,0.001,0
6598,2023,24,31,5313.0,610,0.3403,2,0.064299,0
6599,2022,36,22,8040.0,649,0.333,2,0.103426,0
6600,2023,24,55,2528.0,530,0.1948,3,0.007001,0
6601,2022,36,25,6017.0,739,0.2022,3,0.278702,0
6602,2021,12,38,3249.0,654,0.2916,3,0.127883,0
6603,2022,12,47,4510.0,594,0.2017,1,0.033249,0
6604,2022,24,42,3907.0,653,0.4123,2,0.206765,1
6605,2021,12,37,6110.0,572,0.4429,2,0.023373,0
6606,2023,36,22,6471.0,720,0.2568,1,0.253272,0
6607,2022,36,29,7674.0,701,0.3869,4,0.154485,0
6608,2023,36,39,5849.0,649,0.0867,2,0.071259,0
6609,2022,24,30,5355.0,668,0.1219,1,0.177891,0
6610,2023,48,40,12419.0,501,0.2451,3,0.002427,0
6611,2022,36,44,2293.0,737,0.0825,1,0.316778,0
6612,2022,24,47,11474.0,612,0.1147,3,0.00975,0
6613,2023,60,25,4252.0,702,0.4866,4,0.201682,0
6614,2021,12,59,6538.0,679,0.0536,3,0.044811,0
6615,2021,36,45,4176.0,700,0.1334,2,0.200337,0
6616,2022,12,37,3459.0,536,0.1832,1,0.012954,0
6617,2022,36,48,6262.0,546,0.2661,3,0.005151,0
6618,2022,48,61,8276.0,799,0.3522,3,0.596888,0
6619,2021,24,23,6226.0,498,0.2289,2,0.00361,0
6620,2022,24,35,3748.0,532,0.1023,3,0.006344,0
6621,2022,36,22,20000.0,623,0.1833,2,0.015579,0
6622,2022,12,39,8949.0,623,0.1366,3,0.021906,0
6623,2023,48,41,7837.0,576,0.3299,1,0.029158,0
6624,2021,36,37,4120.0,669,0.2069,1,0.192713,0
6625,2021,60,31,3595.0,692,0.2469,4,0.270207,0
6626,2023,48,22,4273.0,618,0.3904,1,0.126975,0
6627,2022,36,41,8440.0,598,0.2344,3,0.016866,0
6628,2021,24,52,2995.0,618,0.226,1,0.042121,0
6629,2023,48,32,2881.0,580,0.2079,2,0.017339,0
6630,2021,24,42,6437.0,484,0.136,1,0.003022,0
6631,2021,12,22,5765.0,644,0.5091,2,0.230661,1
6632,2022,24,42,3344.0,681,0.3622,1,0.262333,1
6633,2022,24,34,2848.0,607,0.4312,2,0.104862,0
6634,2022,36,30,10086.0,438,0.0424,1,0.001,0
6635,2022,36,30,5875.0,574,0.2195,2,0.023378,0
6636,2021,36,34,2486.0,692,0.3762,1,0.225922,1
6637,2022,36,41,2574.0,504,0.1681,1,0.004872,0
6638,2023,24,24,4102.0,675,0.4286,3,0.222347,0
6639,2023,12,34,7090.0,584,0.4936,3,0.029841,0
6640,2021,36,37,6618.0,618,0.2985,2,0.038252,1
6641,2021,12,27,8655.0,565,0.3107,4,0.008739,0
6642,2022,36,55,2333.0,529,0.1568,2,0.006956,0
6643,2023,36,29,5497.0,734,0.1535,1,0.360243,1
6644,2023,48,31,10026.0,685,0.0692,2,0.068972,0
6645,2022,48,28,9570.0,671,0.0885,1,0.141506,1
6646,2022,12,55,5881.0,692,0.2676,2,0.171396,1
6647,2021,12,43,15899.0,660,0.1853,2,0.044266,0
6648,2021,24,28,6665.0,695,0.3317,2,0.40573,0
6649,2022,36,49,8278.0,566,0.4472,4,0.013984,0
6650,2021,60,40,5025.0,730,0.4309,1,0.605809,1
6651,2022,24,40,3326.0,723,0.2877,2,0.494819,1
6652,2021,48,34,3173.0,650,0.1116,3,0.102754,0
6653,2021,24,30,5382.0,596,0.2295,2,0.031353,0
6654,2023,48,41,4422.0,522,0.1561,2,0.007992,0
6655,2022,36,32,2030.0,638,0.1094,2,0.089223,1
6656,2022,36,56,2943.0,754,0.5404,4,0.370839,0
6657,2023,36,25,4191.0,527,0.4153,4,0.008139,0
6658,2021,12,53,7070.0,701,0.3875,1,0.29404,0
6659,2021,36,36,4875.0,582,0.0436,4,0.011485,1
6660,2021,36,40,4741.0,589,0.3403,2,0.040204,0
6661,2021,24,46,3001.0,525,0.385,2,0.014548,0
6662,2023,48,31,4972.0,559,0.4718,4,0.015693,0
6663,2022,36,46,9505.0,671,0.3103,3,0.090744,1
6664,2021,24,22,5312.0,681,0.1164,2,0.099605,1
6665,2023,36,30,2313.0,638,0.235,3,0.067391,0
6666,2021,48,28,2629.0,579,0.2417,2,0.041987,1
6667,2021,24,25,6597.0,531,0.3996,1,0.017939,0
6668,2023,24,35,4393.0,624,0.4846,2,0.068762,0
6669,2023,36,41,4735.0,590,0.5084,4,0.028574,0
6670,2022,48,45,3618.0,636,0.2043,2,0.097318,0
6671,2021,36,40,6321.0,594,0.2777,2,0.020049,0
6672,2022,48,31,4228.0,596,0.3123,1,0.028845,0
6673,2021,24,41,4477.0,632,0.3989,2,0.113709,0
